# id:13-13-13-1 
-0.41,0.58,1
-0.13,0.08,1
-0.56,0.33,1
0.37,0.1,1
0.69,0.32,1
-0.01,-0.48,-1
0.05,-0.76,-1
0.07,0.09,1
0.81,0.19,-1
0.3,-0.38,-1
-0.57,-0.82,1
0.23,0.68,1
0.48,-0.11,-1
0.18,-0.43,1
-0.13,-0.63,1
0.12,-0.43,-1
0.28,0.89,1
-0.78,0.9,1
-0.93,0.4,1
0.21,-0.44,-1
0.95,0.94,1
0.26,0.31,1
-0.81,-0.07,1
0.81,-0.1,-1
0.41,-0.96,1
0.52,-0.04,1
0.32,-0.78,1
0.28,-0.67,-1
0.15,0.43,1
0.91,0.81,1
-0.18,0.76,1
0.66,0.36,-1
-0.15,-0.25,1
-0.52,-0.36,1
0.28,0.16,1
-0.25,0.76,1
1,0.22,1
0.97,-0.14,-1
-0.35,-0.79,1
-0.31,-0.35,-1
-0.14,-0.32,-1
0.31,-0.04,1
-0.99,0.95,-1
-0.16,0.7,1
0.07,0.47,1
0.31,-0.94,1
-0.55,-0.13,-1
-0.54,0.2,1
-0.05,0.39,1
0.12,0.99,1
0.24,0.62,1
-0.12,0.85,1
0.8,0.61,-1
-0.2,0.43,-1
0.45,0.49,-1
0.59,0.67,-1
-0.01,0.81,1
0.39,0.17,-1
1,0.6,-1
-0.95,0.35,-1
-0.79,0.87,1
-0.03,0.54,1
0.44,-0.96,1
0.89,0.28,1
-0.96,-0.41,1
0.48,-0.6,1
0.96,-0.85,-1
-0.25,0.3,-1
0.3,-0.83,1
0.9,0.88,-1
0.36,-0.22,-1
0.12,-0.2,-1
-0.1,-0.72,-1
-0.69,0.08,1
0.7,-0.03,-1
-0.81,0.82,-1
0.99,0.2,-1
0.49,-0.18,1
-0.77,-0.6,-1
0.42,0.19,-1
0.19,-0.72,1
-0.64,0.5,1
-0.52,-0.49,1
0.19,-0.65,1
0.51,0.26,1
1,0.85,1
0.21,-0.87,1
0.19,0.18,-1
-0.97,-0.15,1
0.85,0.2,1
-0.45,0.81,1
0.67,-0.49,1
-0.66,0.83,-1
0.29,-0.67,1
0.79,-0.93,1
0.43,0.71,1
0.4,0.95,1
-0.51,0.88,1
0.16,0.49,1
-0.06,0.28,-1
0.21,-0.15,1
-0.25,0.02,-1
0.19,0.25,1
-0.47,0.51,-1
-0.01,0.79,-1
-0.81,-0.3,1
-0.17,0.87,-1
-0.23,-0.57,1
0.89,0.62,1
0.68,-0.8,1
0.91,-0.68,1
-0.31,0.61,1
0.96,-0.43,1
0.73,-0.78,1
-0.72,-0.08,1
0.9,0.1,1
0.84,0.74,-1
-0.36,0.48,1
0.34,-0.78,1
-0.4,0.5,1
-0.5,0.23,-1
0.01,0.91,-1
0.64,0.76,1
-0.71,-0.81,1
-0.28,0.42,1
0.97,0.5,-1
-0.29,-0.7,-1
-0.68,-0.16,1
0.65,-0.54,-1
-0.97,0.41,-1
-0.33,0.09,1
-0.87,-0.62,1
0.39,-0.94,1
0.28,0.14,1
-0.61,0.41,1
-0.83,-0.55,1
-0.98,0.48,-1
-0.73,0.5,-1
0.23,-0.58,1
-0.14,-0.68,-1
0.48,-0.86,1
-0.41,-0.77,1
-0.94,-0.65,-1
-0.72,-0.17,1
-0.48,0.5,1
0.85,-0.67,1
-0.67,-0.95,1
0.5,0.81,-1
-0.27,0.88,-1
-0.56,0.06,1
-0.83,-0.73,-1
0.06,-0.21,-1
-0.52,0.92,1
0.27,-0.22,1
0.65,-0.41,-1
-0.9,-0.18,1
0.41,-0.32,1
-0.47,-0.7,-1
0.01,0.45,1
-0.81,0.43,-1
-0.13,-0.79,-1
