# id:21-42-21 
0.34,0.94,0.98678770402937
0.97,-0.09,1.6408677268252
-0.7,0.27,1.3032101418018
-0.8,0.92,2.2023217094242
0.57,0.25,0.85662252145978
0.47,0.95,1.248212818218
0.18,-0.35,-0.31847936713873
0.5,-0.97,-0.50980652455756
-0.18,0.89,0.87002945246182
-0.17,0.5,0.52026429868921
0.35,0.6,0.84153689339342
-0.04,-0.45,-0.5962970761407
0.82,0.82,2.0378541771042
0.86,0.09,1.4078814767458
-0.6,0.67,1.5588028561105
-0.51,0.82,1.3791081977131
0.19,0.71,1.0258522700814
-0.19,0.29,0.43430105859994
-0.29,-0.08,0.13349825661623
-0.42,0.21,0.62428103331164
0.56,0.21,0.6696993660306
0.98,0.21,1.9825225521783
0.04,-0.31,-0.66082000501906
0.06,-0.85,-1.0436297113457
0.91,0.36,1.9262737999766
-0.34,0.86,1.2440275544787
0.61,-0.87,0.22056586410533
-0.83,-0.81,0.53720251245191
0.76,-0.99,-0.096625021859225
-0.14,0.23,0.5034409335191
0.33,0.89,0.9907052152079
-0.05,0.97,0.60170607715144
0.2,0.91,1.0479900446464
-0.95,-0.81,1.2795742318158
0.54,-0.41,0.18243564300462
0.06,-0.2,-0.10498763063628
0.53,0.13,1.0838039989412
-0.46,-0.17,0.43730875058369
-0.33,-0.4,-0.35085476611467
-0.26,-0.19,0.094150155882543
0.5,0.36,0.7799551774467
-0.48,0.92,0.71547304799253
0.79,0.15,1.5646041951426
-0.56,-0.55,0.43812090471968
-0.88,0.99,2.6058279183246
-0.21,0.93,1.0819158297804
0.21,-0.31,-0.25079842219908
-0.92,-0.63,1.0763412958001
-0.92,-0.88,0.591101020012
-0.57,0.04,0.20448463318821
-0.68,0.58,1.4491736791321
-0.61,0.69,1.467552720438
-0.16,0.68,0.73027280404298
0.05,0.25,0.57060242139901
0.63,-0.92,0.03809604971341
-0.96,0.25,1.935080413011
-0.17,-0.38,-0.58375885723698
0.16,0.43,0.4544900335374
-0.63,-0.56,0.24728779433813
-0.39,0.81,1.0735812792323
-0.53,0.41,0.82871475829956
0.03,-0.69,-0.63105667829555
-0.75,0.4,1.4312070421154
0.24,-0.38,0.04824936745599
-0.11,0.59,0.23762814863172
